Country,Date,Continent,TotalCases,TotalDeaths
Afghanistan,2020-05-05,Asia,3224,95
Afghanistan,2020-05-06,Asia,3392,104
Afghanistan,2020-05-07,Asia,3563,106
Afghanistan,2020-05-08,Asia,3778,109
Afghanistan,2020-05-09,Asia,4033,115
Afghanistan,2020-05-10,Asia,4402,120
Afghanistan,2020-05-11,Asia,4687,122
Afghanistan,2020-05-12,Asia,4963,127
Afghanistan,2020-05-13,Asia,5226,132
Afghanistan,2020-05-14,Asia,5639,136
Afghanistan,2020-05-15,Asia,6053,153
Afghanistan,2020-05-16,Asia,6402,168
Afghanistan,2020-05-17,Asia,6664,169
Afghanistan,2020-05-18,Asia,7072,173
Afghanistan,2020-05-19,Asia,7653,178
Afghanistan,2020-05-20,Asia,8145,187
